Neighborhood,Street,Address1,Address2,Intersection,From,To,Permitee,Contractor,Permit,ProjectCategory,ConstructionNotes,WorkSchedule,ExpirationDate,EstimatedCompletionDate,RoadwayPlatesInUse,SidewalkPlatesInUse,Status,TrenchLength,ContactNumber,NumberofWorkZones,District
ALLSTON/BRIGHTON,SUMMIT AV,317,,,,,National Grid,National Grid,EMER-661183,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 20 2017 12:00AM,May 20 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,04
ALLSTON/BRIGHTON,TELFORD ST,180,,,,,George Cairns,George Cairns,EXCA-638881,SERVICE,INSTALLATION OF SEWER & DRAIN / ON HOLD,Days & Weekends,Jul  4 2017 12:00AM,Aug  4 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,508-922-7923,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,176,280,,,,National Grid,Feeney Brothers Excavation,EXCA-643344,NEW CONDUIT AND/OR MAIN,"INSTALLATION OF GAS MAIN/12"" PIPE",Days & Weekends,Jul  9 2017 12:00AM,Jul  9 2017 12:00AM,2,1,PLATES PINNED & BERMED,1550,877-304-1203,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,676,,,,,Eversource Electric,Sheerin Construction,EXCA-715407,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,2,0,PLATES PINNED & BERMED,,800-592-2000,1,04
ALLSTON/BRIGHTON,WESTERN AV,125,,,,,,,,,,Days & Weekends,,,,,,,,,04
ALLSTON/BRIGHTON,WESTERN AV,140,156,,,,Bond Brothers,Bond Brothers,EXCA-699981,SERVICE,INSTALLATION OF STEAM LINE/TEMP ROAD/24 HOUR PERMIT,Days & Weekends,Jun 22 2017 12:00AM,Nov 26 2018 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-387-3400,1,04
ALLSTON/BRIGHTON,WESTERN AV,385,387,,,,Rodenhiser,Rodenhiser,EXCA-706528,SERVICE,INSTALL NEW DRAIN WATER AND FIREPIPE,Nights,Jun 25 2017 12:00AM,Jun 25 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,508-509-8830,1,04
NORTH DORCHESTER,ALGONQUIN ST,30,42,,,,BOSTON PUBLIC WORKS,Maverick,EXCA-715751,SERVICE,INSTALL BASES,Days & Weekends,Jun 19 2017 12:00AM,Jun 19 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,,1,03
NORTH DORCHESTER,BLUE HILL AV,590,,,,,Boston Water & Sewer Commission,BWSC,EMER-701460,EMERGENCY,LEAK REPAIR,Days & Weekends,Jun  3 2017 12:00AM,Jun  3 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,BOWDOIN ST,181,,,,,Sean Farrell,Sean Farrell,EXCA-711688,SERVICE,FIRE VALVE TAP,Days & Weekends,Jun 12 2017 12:00AM,Jul 11 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,,1,03
NORTH DORCHESTER,BOWDOIN ST,78,,,,,National Grid,Bond Brothers Inc,EXCA-698683,SERVICE,RELAY GAS MAIN,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,,,,,877-304-1148,1,03
NORTH DORCHESTER,BRADSHAW ST,27,,,,,National Grid,National Grid,EMER-668142,,,Days & Weekends,Jun 16 2017 12:00AM,Jun 16 2017 12:00AM,,,,,,1,03
NORTH DORCHESTER,BRADSHAW ST,32,,,,,Metro Equipment Corp,Metro Equipment Corp,EXCA-717658,SERVICE,INSTAllATION OF FIREPIPE,Days & Weekends,Jun 23 2017 12:00AM,Jun 23 2017 12:00AM,2,0,PLATES PINNED & BERMED,,781-843-1330,1,03
NORTH DORCHESTER,CHENEY ST,67,,,,,Sean Farrell Excavation Co,Sean Farrell Excavation Co,EXCA-707541,EMERGENCY,EMERGENCY SEWER REPAIR,Days & Weekends,May 13 2017 12:00AM,May 13 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-777-8754,1,03
NORTH DORCHESTER,COLUMBIA RD,490,,,,,Coleman Utilities,Coleman Utilities,EXCA-703504,,,Days & Weekends,Jun  4 2017 12:00AM,Jul 11 2017 12:00AM,3,0,PLATES PINNED & BERMED,,,1,03
NORTH DORCHESTER,COLUMBIA RD,832,,,,,Boston Water & Sewer Commission,BWSC,EMER-701454,EMERGENCY,LEAK REPAIR,Days & Weekends,Jun  1 2017 12:00AM,Jun  1 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,CUSHING AV,21,,,,,Boston Water & Sewer Commission,BWSC,EMER-701458,EMERGENCY,LEAK REPAIR,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,DEWOLF ST,1,25,,,,National Grid,Feeney Brothers Excavation,EXCA-692620,NEW CONDUIT AND/OR MAIN,RELAY GAS MAIN  / JOB ON HOLD,Days & Weekends,Jul  7 2017 12:00AM,Jul  7 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,,1,03
NORTH DORCHESTER,DORCHESTER AV,,,ROSECLAIR ST,,,Verizon,Verizon,OCCU-641182,OCCUPANCY,OCCUPY MANHOLES,Days & Weekends,Oct 29 2017 12:00AM,Oct 29 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-866-0952,1,03
NORTH DORCHESTER,DORCHESTER AV,1386,,,,,National Grid,National Grid,EMER-655770,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 12 2017 12:00AM,May 12 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,DOWNER AV,7,,,,,National Grid,Feeney Brothers Excavation,EXCA-692621,SERVICE,RELAY GAS MAIN / ON HOLD,Days & Weekends,Jul  7 2017 12:00AM,Jul  7 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,EAST COTTAGE ST,83,99,,,,National Grid,National Grid,EXCA-710118,SERVICE,RELAY GAS MAIN,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,ELDON ST,0,,WASHINGTON,,,Verizon,Parkside Utilities,EXCA-659397,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,May 21 2017 12:00AM,May 21 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-921-2810,1,03
NORTH DORCHESTER,ENTERPRISE ST,1,,,,,LM Heavy Civil,LM Heavy Civil,EXCA-685377,SERVICE,INSTALL DRAIN,Days & Weekends,Jul  9 2017 12:00AM,Jul  9 2017 12:00AM,1,0,PLATES PINNED & BERMED,,781-248-3401,1,03
NORTH DORCHESTER,FARNHAM ST,,,,,,Brooksdale Const,Brooksdale Const,EXCA-703282,SERVICE,INSTSALLATION OF SERVICES,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,03
NORTH DORCHESTER,GENEVA AV,91,,,,,National Grid,National Grid,EMER-665052,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 21 2017 12:00AM,May 21 2017 12:00AM,0,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,HANCOCK ST,86,160,,,,National Grid,Feeney Bros,EXCA-629996,NEW CONDUIT AND/OR MAIN,RELAY GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,2,,PLATES PINNED & BERMED,1436,781-910-8998,1,03
NORTH DORCHESTER,HOWE ST,6,45,,,,National Grid,Feeney Brothers Excavation,EXCA-629967,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN/ON HOLD,Days & Weekends,Jul  7 2017 12:00AM,Jul  7 2017 12:00AM,0,0,DOWN IN BINDER AWAITING TOP,660,877-304-1148,1,03
NORTH DORCHESTER,MT VERNON ST,401,,,,,Eversource Electric,Sheerin,EXCA-709770,SERVICE,INSTALL CONDUIT,Days & Weekends,Jul 20 2017 12:00AM,Jul 20 2017 12:00AM,0,2,PLATES BERMED,,800-592-2000,1,03
NORTH DORCHESTER,MT VERNON ST,425,429,,,,J Derenzo Co,J Derenzo Co,EXCA-623338,SERVICE,"INSTALLATION OF WATER, SEWER, DRAIN",Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,508-989-5615,1,03
NORTH DORCHESTER,NORFOLK AV,299,,,,,National Grid,National Grid,EXCA-653287,SERVICE,ENTRY PIT,Days & Weekends,Jul  6 2017 12:00AM,Jul  6 2017 12:00AM,2,0,PLATES PINNED & BERMED,,877-304-1148,1,03
NORTH DORCHESTER,NORWELL ST,17,52,,,,National Grid,Feeney Brothers,EXCA-670335,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May 26 2017 12:00AM,May 26 2017 12:00AM,5,0,PLATES PINNED & BERMED,500,,1,03
NORTH DORCHESTER,PAGE ST,2,,MCLELLAN ST,,,Eversource Electric,Riley Bros,EXCA-707796,NEW CONDUIT AND/OR MAIN,SERVICE CUTOVERS,Days & Weekends,Jun 14 2017 12:00AM,Jul  1 2017 12:00AM,,2,PLATES BERMED,,800-592-2000,1,03
NORTH DORCHESTER,PARK ST,554,,,,,National Grid,National Grid,EMER-661172,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 17 2017 12:00AM,May 17 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,QUINCY ST,266,280,,,,National Grid,Feeney Brothers Excavation,EXCA-695284,SERVICE,RELAY GAS MAIN,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,RICHFIELD ST,79,81,,,,National Grid,National Grid,EXCA-712989,SERVICE,ABANDONED GAS SERVICE,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,,,,,877-304-1148,1,03
NORTH DORCHESTER,SAVIN HILL AV,,,,,,National Grid,Feeney Brothers,EXCA-710796,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul 18 2017 12:00AM,Jul 18 2017 12:00AM,0,0,DOWN IN BINDER,200,,1,03
NORTH DORCHESTER,SAVIN HILL AV,107,,,,,National Grid,National Grid,EXCA-715456,SERVICE,RELAY GAS MAIN,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,,,877-304-1148,1,03
NORTH DORCHESTER,SAVIN HILL AV,144,,,,,National Grid,National Grid,EMER-665105,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,SAVIN HILL AV,57,,,,,Eversource Electric,Eversource Electric,EMER-679414,EMERGENCY,ELECTRICAL OUTAGE,Days & Weekends,May 17 2017 12:00AM,May 17 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,SAWYER ST,3,,,,,Verizon,Parkside Utility Con,EXCA-687720,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,Jun  1 2017 12:00AM,Jun  1 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,03
NORTH DORCHESTER,SEAVER ST,392,,,,,National Grid,National Grid,EXCA-701166,MAINTENANCE,ABANDON SERVICE,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,SEAVER ST,392,,,,,National Grid,National Grid,EXCA-701166,SERVICE,ABANDON SERVICE,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,SHIRLEY ST,,,DUDLEY ST,,,Comcast,PV Barone,EMER-661271,EMERGENCY,SERVICE OUTAGE,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9355,1,03
NORTH DORCHESTER,STOUGHTON ST,45,,,,,National Grid,National Grid,EMER-668143,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun 16 2017 12:00AM,Jul  1 2017 12:00AM,,,,,877-304-1148,1,03
NORTH DORCHESTER,STOUGHTON ST,49,,,,,Terratec Construction,Terratec Construction,EXCA-696737,SERVICE,"NEW WATER, DRAIN, SEWER, AND FIREPIPE",Days & Weekends,May 19 2017 12:00AM,May 19 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,508-579-8122,1,03
NORTH DORCHESTER,SUMNER ST,14,,,,,National Grid,Bond Brothers,EXCA-706189,SERVICE,RELAY GAS SERVICE,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,SUMNER ST,4,,,,,National Grid,Bond Brothers,EXCA-698320,SERVICE,RELAY GAS SERVICE,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,SYDNEY ST,10,102,,,,National Grid,Feeney Brothers,EXCA-685583,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  3 2017 12:00AM,Jul  3 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,600,,1,03
NORTH DORCHESTER,VINSON ST,5,,,,,National Grid,Bond Brothers,EXCA-681654,SERVICE,NEW GAS SERVICE,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,WEST COTTAGE ST,11,,,,,Terratec Construction,Terratec Construction,EXCA-588743,SERVICE,INSTALLATION OF NEW FIRE SERVICE,Days & Weekends,Jun 30 2017 12:00AM,Jul 11 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,508-579-8122,1,03
NORTH DORCHESTER,WEST HOWELL ST,,,BOSTON ST,,,Eversource Electric,Riley Bros,EXCA-707458,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,Jul 20 2017 12:00AM,Jul 20 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,121,800-592-2000,1,03
NORTH DORCHESTER,YORK ST,,,,,,Eversource Electric,Riley Brothers,EXCA-700304,NEW CONDUIT AND/OR MAIN,INSTALLATION OF NEW CONDUIT & SERVICES,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,03
JAMAICA PLAIN,ALFRED ST,55,,,,,A Suffolk Engineering,A Suffolk Engineering,EXCA-707890,SERVICE,INSTALLATION OF NEW WATER AND SEWER,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,4,,PLATES PINNED & BERMED,,978-646-7828,1,02
JAMAICA PLAIN,AMORY ST,60,,,,,National Grid,National Grid,EMER-665050,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 20 2017 12:00AM,May 20 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,ANSON ST,15,,,,,National Grid,National Grid,EMER-665074,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Jun  1 2017 12:00AM,Jun  1 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,BROOKLEY RD,20,30,,,,Boston Water & Sewer Commission,BWSC,EXCA-699436,MAINTENANCE,SOIL BORING,Days & Weekends,May 19 2017 12:00AM,May 19 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,BURROUGHS ST,36,,,,,National Grid,Bond Brothers,EXCA-698687,SERVICE,INSTALL GAS SERVICE,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,CENTRE ST,378,400,,,,National Grid,Feeney Bros,EXCA-692627,NEW CONDUIT AND/OR MAIN,RELAY GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul 15 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,400,877-304-1148,1,02
JAMAICA PLAIN,CENTRE ST,566,,,,,National Grid,Feeney Brothers Excavation,EXCA-560763,NEW CONDUIT AND/OR MAIN,INSTALLATION OF NEW GAS MAIN / WAITING FOR EXTENSION,Days & Weekends,Jul  1 2017 12:00AM,Aug 30 2017 12:00AM,2,,PLATES PINNED & BERMED,1365,877-304-1203,1,02
JAMAICA PLAIN,CENTRE ST,801,891,,,,National Grid,Feenet Brothers,EXCA-584486,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,4,,PLATES PINNED & BERMED,,,1,02
JAMAICA PLAIN,CENTRE ST,917,,,,,National Grid,National Grid,EXCA-708919,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,CHESTNUT AV,19,,,,,National Grid,National Grid,EMER-,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 20 2017 12:00AM,May 20 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,DUNGARVEN RD,,,,,,National Grid,Bond Brothers Inc,EXCA-712082,MAINTENANCE,SOIL BORING,Days & Weekends,Jun 24 2017 12:00AM,Jun 24 2017 12:00AM,,,,,877-304-1148,1,02
JAMAICA PLAIN,ELDRIDGE RD,40,,,,,National Grid,National Grid,EMER-661159,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 12 2017 12:00AM,May 12 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,ELIOT ST,39,,,,,National Grid,Bond Brothers,EXCA-701488,SERVICE,NEW GAS SERVICE,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,,,,,877-304-1148,1,02
JAMAICA PLAIN,GOLDSMITH ST,29,,,,,National Grid,National Grid,EXCA-709433,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jun 17 2017 12:00AM,Jun 17 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,GREEN ST,55,,,,,National Grid,Bond Brothers,EXCA-698699,SERVICE,NEW GAS SERVICE,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,GREEN ST,65,,,,,Mathias Construction,Mathias Construction,EXCA-716546,SERVICE,"INSTALLATION OF NEW WATER, SEWER, AND FIREPIPE",Days & Weekends,Jun 21 2017 12:00AM,Jun 21 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,02
JAMAICA PLAIN,GROTTO GLEN RD,2,,,,,Boston Water & Sewer Commission,BWSC,EMER-701457,EMERGENCY,SEWER REPAIR,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,HYDE PARK AV,138,,,,,National Grid,National Grid,EXCA-702943,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jun 16 2017 12:00AM,Jun 16 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,HYDE PARK AV,157,159,,,,Comcast,PV Barone Corp,EXCA-718788,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,Jul 12 2017 12:00AM,Jul 12 2017 12:00AM,,,START 6/19,,617-593-2425,1,02
JAMAICA PLAIN,HYDE PARK AV,40,,,,,National Grid,Feeney Brothers,EXCA-695311,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  8 2017 12:00AM,Jul  8 2017 12:00AM,3,,PLATES PINNED & BERMED,,,1,02
JAMAICA PLAIN,HYDE PARK AV,76,,AT UKRAINE,,,National Grid,Feeney Brothers Excavation,EXCA-615749,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Aug 30 2017 12:00AM,5,,PLATES PINNED & BERMED,20,877-304-1203,1,02
JAMAICA PLAIN,IFFLEY RD,18,,WASHINGTON ST,,,J Marchese,J Marchese,EXCA-705777,SERVICE,CUT AND CAP,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-212-1515,1,02
JAMAICA PLAIN,LAMARTINE ST,295,,,,,National Grid,National Grid,EMER-665058,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 24 2017 12:00AM,May 24 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,LESTER PL,4,,,,,Boston Water & Sewer Commission,BWSC,EMER-701433,EMERGENCY,LEAK REPAIR,Days & Weekends,May 17 2017 12:00AM,May 17 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,02
JAMAICA PLAIN,LILA RD,57,,,,,National Grid,National Grid,EXCA-715454,SERVICE,RELAY GAS MAIN,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,,,877-304-1148,1,02
JAMAICA PLAIN,MCBRIDE ST,144,,,,,National Grid,Feeney Brothers Excavation,EXCA-616533,NEW CONDUIT1,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Aug 30 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,02
JAMAICA PLAIN,MCBRIDE ST,144,,,,,National Grid,National Grid,EMER-665099,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,MCBRIDE ST,50,,,,,National Grid,National Grid,EXCA-665071,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Jun  1 2017 12:00AM,Jun  1 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,MONTEBELLO RD,47,,WASHINGTON ST,,,J Marchese,J Marchese,EXCA-705776,SERVICE,CUT AND CAP,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-212-1515,1,02
JAMAICA PLAIN,MOSS HILL RD,135,,,,,National Grid,Bond Brothers Inc,EXCA-689054,SERVICE,INSTALLATION OF NEW SERVICE,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,MOSS HILL RD,231,,,,,National Grid,National Grid,EXCA-714863,SERVICE,RELAY GAS SERVICE,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,,,877-304-1148,1,02
JAMAICA PLAIN,MOSS HILL RD,71,,,,,National Grid,National Grid,EXCA-715540,SERVICE,INSTALL GAS SERVICE,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,02
JAMAICA PLAIN,O'LEARY WAY,3,,,,,National Grid,National Grid,EMER-665090,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,,,,,877-304-1148,1,02
JAMAICA PLAIN,ROSSMORE RD,2,,,,,National Grid,Feeney Brothers Excavation,EXCA-581904,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / ON HOLD,Days & Weekends,Jun  6 2017 12:00AM,Jun 30 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,505,877-304-1203,1,02
JAMAICA PLAIN,SOUTH ST,112,305,221 SOUTH,,,National Grid,Feeney Brothers Excavation,EXCA-602713,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jun  1 2017 12:00AM,Jun 15 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,400,877-304-1203,1,02
JAMAICA PLAIN,WASHINGTON ST,3190,3204,,,,J Marchese,J Marchese,EXCA-705778,SERVICE,CUT AND CAP,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-212-1515,1,02
JAMAICA PLAIN,WASHINGTON ST,3204,,,,,J Marchese,J Marchese,EXCA-705842,SERVICE,CUT AND CAP,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-212-1515,1,02
JAMAICA PLAIN,WASHINGTON ST,3500,3651,,,,National Grid,Feeney Brothers Excavation,EXCA-704288,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul 15 2017 12:00AM,2,,PLATES PINNED & BERMED,,877-304-1148,1,02
JAMAICA PLAIN,WASHINGTON ST,3611,,,,,National Grid,National Grid,EMER-665081,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun  3 2017 12:00AM,Jun  3 2017 12:00AM,3,,PLATES PINNED & BERMED,,877-304-1148,1,02
BOSTON PROPER,ATLANTIC AV,408,,SEAPORT BLVD,,,Crown Castle,Phoenix Construction,,MAINTENANCE,CONDUIT RELOCATION / STATE PERMIT,Days & Weekends,,,7,,PLATES PINNED & BERMED,,,1,01F
BOSTON PROPER,AVERY ST,0,,S/O 177 TREMONT ST,,,Crown Castle,Waveguide Inc,EXCA-699410,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT / MICROTRENCH,Weekends,Jun 12 2017 12:00AM,Jun 12 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,140,978-935-6002,1,01F
BOSTON PROPER,BATTERYMARCH ST,,,147 MILK ST,,,Verizon,Verizon,EMER-,EMERGENCY,CABLE REPAIR,Days & Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-446-8946,1,01F
BOSTON PROPER,BEACH ST,40,,,,,LM Heavy Civil,LM Heavy Civil,EXCA-706481,MAINTENANCE,TANK EXTRACTION ON PRIVATE SIDEWALK,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,,,SIDEWALK CLOSED,,,1,01F
